chunk_id,subject,chapter,text
362,Physics,01 Units and measurements,"⊳ 1.6.2 Deducing Relation among the Physical Quantities The method of dimensions can sometimes be used to deduce relation among the physical quantities. For this we should know the dependence of the physical quantity on other quantities (upto three physical quantities or linearly independent variables) and consider it as a product type of the dependence. Let us take an example. Example 1.5 Consider a simple pendulum, having a bob attached to a string, that oscillates under the action of the force of gravity. Suppose that the period of oscillation of the simple pendulum depends on its length (l), mass of the bob (m) and acceleration due to gravity (g)."
363,Physics,01 Units and measurements,"Derive the expression for its time period using method of dimensions. Answer The dependence of time period T on the quantities l, g and m as a product may be written as : T = k lx gy mz where k is dimensionless constant and x, y and z are the exponents. By considering dimensions on both sides, we have o o 1 1 1 –2 1 [L M T ]=[L ] [L T ] [M ] x y z = Lx+y T–2y Mz On equating the dimensions on both sides, we have x + y = 0; –2y = 1; and z = 0 So that 1 1 , – , 0 2 2 x y z = = = Then, T = k l½ g–½ or, T = l k g Note that value of constant k can not be obtained by the method of dimensions. Here it does not matter if some number multiplies the right side of this formula, because that does not affect its dimensions. Actually, k = 2π so that T = 2 l g π ⊳ Dimensional analysis is very useful in deducing relations among the interdependent physical quantities."
364,Physics,01 Units and measurements,"However, dimensionless constants cannot be obtained by this method. The method of dimensions can only test the dimensional validity, but not the exact relationship between physical quantities in any equation. It does not distinguish between the physical quantities having same dimensions. A number of exercises at the end of this chapter will help you develop skill in dimensional analysis. Reprint 2026-27 PHYSICS 10 SUMMARY 1."
365,Physics,01 Units and measurements,"Physics is a quantitative science, based on measurement of physical quantities. Certain physical quantities have been chosen as fundamental or base quantities (such as length, mass, time, electric current, thermodynamic temperature, amount of substance, and luminous intensity). Each base quantity is defined in terms of a certain basic, arbitrarily chosen but properly standardised reference standard called unit (such as metre, kilogram, second, ampere, kelvin, mole and candela). The units for the fundamental or base quantities are called fundamental or base units. Other physical quantities, derived from the base quantities, can be expressed as a combination of the base units and are called derived units."
366,Physics,01 Units and measurements,"A complete set of units, both fundamental and derived, is called a system of units. The International System of Units (SI) based on seven base units is at present internationally accepted unit system and is widely used throughout the world. The SI units are used in all physical measurements, for both the base quantities and the derived quantities obtained from them. Certain derived units are expressed by means of SI units with special names (such as joule, newton, watt, etc). The SI units have well defined and internationally accepted unit symbols (such as m for metre, kg for kilogram, s for second, A for ampere, N for newton etc.)."
367,Physics,01 Units and measurements,"Physical measurements are usually expressed for small and large quantities in scientific notation, with powers of 10. Scientific notation and the prefixes are used to simplify measurement notation and numerical computation, giving indication to the precision of the numbers. Certain general rules and guidelines must be followed for using notations for physical quantities and standard symbols for SI units, some other units and SI prefixes for expressing properly the physical quantities and measurements. In computing any physical quantity, the units for derived quantities involved in the relationship(s) are treated as though they were algebraic quantities till the desired units are obtained. In measured and computed quantities proper significant figures only should be retained."
368,Physics,01 Units and measurements,"Rules for determining the number of significant figures, carrying out arithmetic operations with them, and ‘rounding off ‘ the uncertain digits must be followed. The dimensions of base quantities and combination of these dimensions describe the nature of physical quantities. Dimensional analysis can be used to check the dimensional consistency of equations, deducing relations among the physical quantities, etc. A dimensionally consistent equation need not be actually an exact (correct) equation, but a dimensionally wrong or inconsistent equation must be wrong. EXERCISES Note : In stating numerical answers, take care of significant figures."
369,Physics,01 Units and measurements,1.1 Fill in the blanks (a) The volume of a cube of side 1 cm is equal to .....m3 (b) The surface area of a solid cylinder of radius 2.0 cm and height 10.0 cm is equal to ...(mm)2 (c) A vehicle moving with a speed of 18 km h–1 covers....m in 1 s (d) The relative density of lead is 11.3. Its density is ....g cm–3 or ....kg m–3. 1.2 Fill in the blanks by suitable conversion of units (a) 1 kg m2 s–2 = ....g cm2 s–2 (b) 1 m = ..... ly (c) 3.0 m s–2 = .... km h–2 (d) G = 6.67 × 10–11 N m2 (kg)–2 = ....
370,Physics,01 Units and measurements,"Reprint 2026-27 UNITS AND MEASUREMENT 11 1.3 A calorie is a unit of heat (energy in transit) and it equals about 4.2 J where 1J = 1 kg m2 s–2. Suppose we employ a system of units in which the unit of mass equals α kg, the unit of length equals β m, the unit of time is γ s. Show that a calorie has a magnitude 4.2 α –1 β –2 γ 2 in terms of the new units. 1.4 Explain this statement clearly : “To call a dimensional quantity ‘large’ or ‘small’ is meaningless without specifying a standard for comparison”. In view of this, reframe the following statements wherever necessary : (a) atoms are very small objects (b) a jet plane moves with great speed (c) the mass of Jupiter is very large (d) the air inside this room contains a large number of molecules (e) a proton is much more massive than an electron (f) the speed of sound is much smaller than the speed of light."
371,Physics,01 Units and measurements,1.5 A new unit of length is chosen such that the speed of light in vacuum is unity. What is the distance between the Sun and the Earth in terms of the new unit if light takes 8 min and 20 s to cover this distance ? 1.6 Which of the following is the most precise device for measuring length : (a) a vernier callipers with 20 divisions on the sliding scale (b) a screw gauge of pitch 1 mm and 100 divisions on the circular scale (c) an optical instrument that can measure length to within a wavelength of light ? 1.7 A student measures the thickness of a human hair by looking at it through a microscope of magnification 100. He makes 20 observations and finds that the average width of the hair in the field of view of the microscope is 3.5 mm.
372,Physics,01 Units and measurements,What is the estimate on the thickness of hair ? 1.8 Answer the following : (a)You are given a thread and a metre scale. How will you estimate the diameter of the thread ? (b)A screw gauge has a pitch of 1.0 mm and 200 divisions on the circular scale. Do you think it is possible to increase the accuracy of the screw gauge arbitrarily by increasing the number of divisions on the circular scale ?
373,Physics,01 Units and measurements,"(c) The mean diameter of a thin brass rod is to be measured by vernier callipers. Why is a set of 100 measurements of the diameter expected to yield a more reliable estimate than a set of 5 measurements only ? 1.9 The photograph of a house occupies an area of 1.75 cm2 on a 35 mm slide. The slide is projected on to a screen, and the area of the house on the screen is 1.55 m2. What is the linear magnification of the projector-screen arrangement."
374,Physics,01 Units and measurements,"1.10 State the number of significant figures in the following : (a) 0.007 m2 (b) 2.64 × 1024 kg (c) 0.2370 g cm–3 (d) 6.320 J (e) 6.032 N m–2 (f) 0.0006032 m2 1.11 The length, breadth and thickness of a rectangular sheet of metal are 4.234 m, 1.005 m, and 2.01 cm respectively. Give the area and volume of the sheet to correct significant figures. 1.12 The mass of a box measured by a grocer’s balance is 2.30 kg. Two gold pieces of masses 20.15 g and 20.17 g are added to the box. What is (a) the total mass of the box, (b) the difference in the masses of the pieces to correct significant figures ?"
375,Physics,01 Units and measurements,"1.13 A famous relation in physics relates ‘moving mass’ m to the ‘rest mass’ mo of a particle in terms of its speed v and the speed of light, c. (This relation first arose as a consequence of special relativity due to Albert Einstein). A boy recalls the relation almost correctly but forgets where to put the constant c. He writes : ( ) m m 1 v 0 = − 2 1/2 . Guess where to put the missing c."
376,Physics,01 Units and measurements,Reprint 2026-27 PHYSICS 12 1.14 The unit of length convenient on the atomic scale is known as an angstrom and is denoted by Å: 1 Å = 10–10 m. The size of a hydrogen atom is about 0.5 Å. What is the total atomic volume in m3 of a mole of hydrogen atoms ? 1.15 One mole of an ideal gas at standard temperature and pressure occupies 22.4 L (molar volume). What is the ratio of molar volume to the atomic volume of a mole of hydrogen ?
377,Physics,01 Units and measurements,"(Take the size of hydrogen molecule to be about 1 Å). Why is this ratio so large ? 1.16 Explain this common observation clearly : If you look out of the window of a fast moving train, the nearby trees, houses etc. seem to move rapidly in a direction opposite to the train’s motion, but the distant objects (hill tops, the Moon, the stars etc.) seem to be stationary. (In fact, since you are aware that you are moving, these distant objects seem to move with you)."
378,Physics,01 Units and measurements,"1.17 The Sun is a hot plasma (ionized matter) with its inner core at a temperature exceeding 107 K, and its outer surface at a temperature of about 6000 K. At these high temperatures, no substance remains in a solid or liquid phase. In what range do you expect the mass density of the Sun to be, in the range of densities of solids and liquids or gases ? Check if your guess is correct from the following data : mass of the Sun = 2.0 ×1030 kg, radius of the Sun = 7.0 × 108 m."
379,Physics,02 Motion in a stright line,"CHAPTER TWO MOTION IN A STRAIGHT LINE 2.1 Introduction 2.2 Instantaneous velocity and speed 2.3 Acceleration 2.4 Kinematic equations for uniformly accelerated motion 2.5 Relative velocity Summary Points to ponder Exercises 2.1 INTRODUCTION Motion is common to everything in the universe. We walk, run and ride a bicycle. Even when we are sleeping, air moves into and out of our lungs and blood flows in arteries and veins. We see leaves falling from trees and water flowing down a dam. Automobiles and planes carry people from one place to the other."
380,Physics,02 Motion in a stright line,"The earth rotates once every twenty-four hours and revolves round the sun once in a year. The Sun itself is in motion in the Milky Way, which is again moving within its local group of galaxies. Motion is change in position of an object with time. How does the position change with time ? In this chapter, we shall learn how to describe motion."
381,Physics,02 Motion in a stright line,"For this, we develop the concepts of velocity and acceleration. We shall confine ourselves to the study of motion of objects along a straight line, also known as rectilinear motion. For the case of rectilinear motion with uniform acceleration, a set of simple equations can be obtained. Finally, to understand the relative nature of motion, we introduce the concept of relative velocity. In our discussions, we shall treat the objects in motion as point objects."
382,Physics,02 Motion in a stright line,"This approximation is valid so far as the size of the object is much smaller than the distance it moves in a reasonable duration of time. In a good number of situations in real-life, the size of objects can be neglected and they can be considered as point-like objects without much error. In Kinematics, we study ways to describe motion without going into the causes of motion. What causes motion described in this chapter and the next chapter forms the subject matter of Chapter 4. Reprint 2026-27 PHYSICS 14 Table 2.1 Limiting value of ∆ ∆ x t at t = 4 s 2.2 INSTANTANEOUS VELOCITY AND SPEED The average velocity tells us how fast an object has been moving over a given time interval but does not tell us how fast it moves at different instants of time during that interval."
383,Physics,02 Motion in a stright line,"For this, we define instantaneous velocity or simply velocity v at an instant t. The velocity at an instant is defined as the limit of the average velocity as the time interval Dt becomes infinitesimally small. In other words, v lim x t = t 0     (2.1a)  d d x t (2.1b) where the symbol lim t 0  stands for the operation of taking limit as Dtg0 of the quantity on its right. In the language of calculus, the quantity on the right hand side of Eq. (2.1a) is the differential coefficient of x with respect to t and is denoted by d d x t ."
384,Physics,02 Motion in a stright line,"It is the rate of change of position with respect to time, at that instant. (2.1a) for obtaining the value of velocity at an instant either graphically or numerically. Suppose that we want to obtain graphically the value of velocity at time t = 4 s (point P) for the motion of the car represented in Fig.2.1 calculation. Let us take Dt = 2 s centred at t = 4 s. Then, by the definition of the average velocity, the slope of line P1P2 ( Fig."
385,Physics,02 Motion in a stright line,"2.1) gives the value of average velocity over the interval 3 s to 5 s. 2.1 Determining velocity from position-time graph. Velocity at t = 4 s is the slope of the tangent to the graph at that instant. Now, we decrease the value of Dt from 2 s to 1 s. Then line P1P2 becomes Q1Q2 and its slope gives the value of the average velocity over the interval 3.5 s to 4.5 s."
386,Physics,02 Motion in a stright line,"In the limit Dt ® 0, the line P1P2 becomes tangent to the position- time curve at the point P and the velocity at t = 4 s is given by the slope of the tangent at that point. It is difficult to show this process graphically. But if we use numerical method to obtain the value of the velocity, the meaning of the limiting process becomes clear. For the graph shown in Fig. 2.1, x = 0.08 t3."
387,Physics,02 Motion in a stright line,"Table 2.1 gives the value of Dx/Dt calculated for Dt equal to 2.0 s, 1.0 s, 0.5 s, 0.1 s and 0.01 s centred at t = 4.0 s. The second and third columns give the value of t1= t t 2         and t t t 2 2          and the fourth and the fifth columns give the Reprint 2026-27 MOTION IN A STRAIGHT LINE 15 ⊳ corresponding values of x, i.e. x (t1) = 0.08 t1 3 and x (t2) = 0.08 t2 3. The sixth column lists the difference ∆x = x (t2) – x (t1) and the last column gives the ratio of ∆x and ∆t, i.e. the average velocity corresponding to the value of ∆t listed in the first column."
388,Physics,02 Motion in a stright line,"We see from Table 2.1 that as we decrease the value of ∆t from 2.0 s to 0.010 s, the value of the average velocity approaches the limiting value 3.84 m s–1 which is the value of velocity at t = 4.0 s, i.e. the value of dx dt at t = 4.0 s. In this manner, we can calculate velocity at each instant for motion of the car. The graphical method for the determination of the instantaneous velocity is always not a convenient method. For this, we must carefully plot the position–time graph and calculate the value of average velocity as ∆t becomes smaller and smaller."
389,Physics,02 Motion in a stright line,"It is easier to calculate the value of velocity at different instants if we have data of positions at different instants or exact expression for the position as a function of time. Then, we calculate ∆x/∆t from the data for decreasing the value of ∆t and find the limiting value as we have done in Table 2.1 or use differential calculus for the given expression and calculate dx dt at different instants as done in the following example. Example 2.1 The position of an object moving along x-axis is given by x = a + bt2 where a = 8.5 m, b = 2.5 m s–2 and t is measured in seconds. What is its velocity at t = 0 s and t = 2.0 s. What is the average velocity between t = 2.0 s and t = 4.0 s ?"
390,Physics,02 Motion in a stright line,"Answer In notation of differential calculus, the velocity is ( ) 2 -1 dx d v a bt 2b t = 5.0 t m s dt dt = = + = At t = 0 s, v = 0 m s–1 and at t = 2.0 s, v = 10 m s-1 . ( ) ( ) 4.0 2.0 4.0 2.0 x x Average velocity − = − 16 – – 4 6.0 2.0 a b a b b + = = × -1 6.0 2.5 =15 m s = × ⊳ Note that for uniform motion, velocity is the same as the average velocity at all instants. Instantaneous speed or simply speed is the magnitude of velocity. For example, a velocity of + 24.0 m s–1 and a velocity of – 24.0 m s–1 — both have an associated speed of 24.0 m s-1. It should be noted that though average speed over a finite interval of time is greater or equal to the magnitude of the average velocity, instantaneous speed at an instant is equal to the magnitude of the instantaneous velocity at that instant."
391,Physics,02 Motion in a stright line,"2.3 ACCELERATION The velocity of an object, in general, changes during its course of motion. How to describe this change? Should it be described as the rate of change in velocity with distance or with time ? This was a problem even in Galileo’s time. It was first thought that this change could be described by the rate of change of velocity with distance."
392,Physics,02 Motion in a stright line,"But, through his studies of motion of freely falling objects and motion of objects on an inclined plane, Galileo concluded that the rate of change of velocity with time is a constant of motion for all objects in free fall. On the other hand, the change in velocity with distance is not constant – it decreases with the increasing distance of fall. This led to the concept of acceleration as the rate of change of velocity with time. The average acceleration a over a time interval is defined as the change of velocity divided by the time interval : 2 1 2 1 – – v v v a t t t ∆ = = ∆ (2.2) where v2 and v1 are the instantaneous velocities or simply velocities at time t2 and t1 . It is the average change of velocity per unit time."
393,Physics,02 Motion in a stright line,"The SI unit of acceleration is m s–2 . On a plot of velocity versus time, the average acceleration is the slope of the straight line connecting the points corresponding to (v2, t2) and (v1, t1). Reprint 2026-27 PHYSICS 16 Fig. 2.3 Velocity–time graph for motions with constant acceleration. (a) Motion in positive direction with positive acceleration, (b) Motion in positive direction with negative acceleration, (c) Motion in negative direction with negative acceleration, (d) Motion of an object with negative acceleration that changes direction at time t1."
394,Physics,02 Motion in a stright line,"Between times 0 to t1, it moves in positive x - direction and between t1 and t2 it moves in the opposite direction. Instantaneous acceleration is defined in the same way as the instantaneous velocity : d d t 0 v v a lim t t ∆→ ∆ = = ∆ (2.3) The acceleration at an instant is the slope of the tangent to the v–t curve at that instant. Since velocity is a quantity having both magnitude and direction, a change in velocity may involve either or both of these factors. Acceleration, therefore, may result from a change in speed (magnitude), a change in direction or changes in both. Like velocity, acceleration can also be positive, negative or zero."
395,Physics,02 Motion in a stright line,"Position-time graphs for motion with positive, negative and zero acceleration are shown in Figs. 2.4 (a), (b) and (c), respectively. Note that the graph curves upward for positive acceleration; downward for negative acceleration and it is a straight line for zero acceleration. Although acceleration can vary with time, our study in this chapter will be restricted to motion with constant acceleration. In this case, the average acceleration equals the constant value of acceleration during the interval."
396,Physics,02 Motion in a stright line,"If the velocity of an object is vo at t = 0 and v at time t, we have or 0 0 0 v v a , v v a t t − = = + − (2.4) Fig. 2.2 Position-time graph for motion with (a) positive acceleration; (b) negative acceleration, and (c) zero acceleration. Let us see how velocity-time graph looks like for some simple cases. 2.3 shows velocity- time graph for motion with constant acceleration for the following cases : (a) An object is moving in a positive direction with a positive acceleration. (b) An object is moving in positive direction with a negative acceleration."
397,Physics,02 Motion in a stright line,"(c) An object is moving in negative direction with a negative acceleration. (d) An object is moving in positive direction till time t1, and then turns back with the same negative acceleration. An interesting feature of a velocity-time graph for any moving object is that the area under the curve represents the displacement over a given time interval. A general proof of this statement requires use of calculus. We can, however, see that it is true for the simple case of an object moving with constant velocity u."
398,Physics,02 Motion in a stright line,"Its velocity-time graph is as shown in Fig. Reprint 2026-27 MOTION IN A STRAIGHT LINE 17 Fig. 2.4 Area under v–t curve equals displacement of the object over a given time interval. The v-t curve is a straight line parallel to the time axis and the area under it between t = 0 and t = T is the area of the rectangle of height u and base T. Therefore, area = u × T = uT which is the displacement in this time interval."
399,Physics,02 Motion in a stright line,"How come in this case an area is equal to a distance? Note the dimensions of quantities on the two coordinate axes, and you will arrive at the answer. Note that the x-t, v-t, and a-t graphs shown in several figures in this chapter have sharp kinks at some points implying that the functions are not differentiable at these points. In any realistic situation, the functions will be differentiable at all points and the graphs will be smooth. What this means physically is that acceleration and velocity cannot change values abruptly at an instant."
400,Physics,02 Motion in a stright line,"Changes are always continuous. 2.4 KINEMATIC EQUATIONS FOR UNIFORMLY ACCELERATED MOTION For uniformly accelerated motion, we can derive some simple equations that relate displacement (x), time taken (t), initial velocity (v0), final velocity (v) and acceleration (a). Equation (2.4) already obtained gives a relation between final and initial velocities v and v0 of an object moving with uniform acceleration a : v = v0 + at (2.4) This relation is graphically represented in Fig. The area under this curve is : Area between instants 0 and t = Area of triangle ABC + Area of rectangle OACD ( ) – 0 0 1 v v t + v t 2 = Fig. 2.5 Area under v-t curve for an object with uniform acceleration."
401,Physics,02 Motion in a stright line,"As explained in the previous section, the area under v-t curve represents the displacement. Therefore, the displacement x of the object is : ( ) 1 – 2 0 0 x v v t + v t = (2.5) But 0 v v a t − = Therefore, 2 0 1 2 x a t + v t = or, 2 0 1 2 x v t at = + (2.6) Equation (2.5) can also be written as 0 2 v + v x t v t = = (2.7a) where, 0 2 v v v + = (constant acceleration only) (2.7b) Equations (2.7a) and (2.7b) mean that the object has undergone displacement x with an average velocity equal to the arithmetic average of the initial and final velocities. (2.4), t = (v – v0)/a. Substituting this in Eq. (2.7a), we get x v t v v v v a v v a = = +     −    = − 0 0 2 0 2 2 2 2 2 0 2 v v ax = + (2.8) Reprint 2026-27 PHYSICS 18 ⊳ This equation can also be obtained by substituting the value of t from Eq."
402,Physics,02 Motion in a stright line,"Thus, we have obtained three important equations : 0 v v at = + 2 0 1 2 x v t at = + 2 2 0 2 v v ax = + (2.9a) connecting five quantities v0, v, a, t and x. These are kinematic equations of rectilinear motion for constant acceleration. (2.9a) were obtained by assuming that at t = 0, the position of the particle, x is 0. We can obtain a more general equation if we take the position coordinate at t = 0 as non- zero, say x0. (2.9a) are modified (replacing x by x – x0 ) to : 0 v v at = + 2 0 0 1 2 x x v t at = + + (2.9b) 2 2 0 0 2 ( ) v v a x x = + − (2.9c) Example 2.2 Obtain equations of motion for constant acceleration using method of calculus."
403,Physics,02 Motion in a stright line,"Answer By definition d d v a t = dv = a dt Integrating both sides d d v a t v v t 0 0 ∫ ∫ = = ∫ a t t d 0 (a is constant) 0 – v v at = 0 v v at = + Further, d d x v t = dx = v dt Integrating both sides dx x x 0 ∫ = ∫v t t d 0 ⊳ = + ( ) ∫ v at t t 0 0 d 2 0 0 1 – 2 x x v t a t = + x = 2 0 0 1 2 x v t a t + + We can write d d d d d d d d v v x v a v t x t x = = = or, v dv = a dx Integrating both sides, v v a x v v x x d d 0 0 ∫ ∫ = ( ) 2 2 0 0 – – 2 v v a x x = ( ) 2 2 0 0 2 – v v a x x = + The advantage of this method is that it can be used for motion with non-uniform acceleration also. Now, we shall use these equations to some important cases. ⊳ Example 2.3 A ball is thrown vertically upwards with a velocity of 20 m s–1 from the top of a multistorey building. The height of the point from where the ball is thrown is 25.0 m from the ground. (a) How high will the ball rise ?"
404,Physics,02 Motion in a stright line,"and (b) how long will it be before the ball hits the ground? Take g = 10 m s–2. Answer (a) Let us take the y-axis in the vertically upward direction with zero at the ground, as shown in Fig. Now vo = + 20 m s–1, a = – g = –10 m s–2, v = 0 m s–1 If the ball rises to height y from the point of launch, then using the equation ( ) 0 2 2 0 v v 2 a y – y = + we get 0 = (20)2 + 2(–10)(y – y0) Solving, we get, (y – y0) = 20 m. (b) We can solve this part of the problem in two ways."
405,Physics,02 Motion in a stright line,"Note carefully the methods used. Reprint 2026-27 MOTION IN A STRAIGHT LINE 19 ⊳ Fig. 2.6 FIRST METHOD : In the first method, we split the path in two parts : the upward motion (A to B) and the downward motion (B to C) and calculate the corresponding time taken t1 and t2. Since the velocity at B is zero, we have : v = vo + at 0 = 20 – 10t1 Or, t1 = 2 s This is the time in going from A to B. From B, or the point of the maximum height, the ball falls freely under the acceleration due to gravity."
406,Physics,02 Motion in a stright line,"The ball is moving in negative y direction. We use equation 2 0 0 1 2 y y v t at = + + We have, y0 = 45 m, y = 0, v0 = 0, a = – g = –10 m s–2 0 = 45 + (½) (–10) t2 2 Solving, we get t2 = 3 s Therefore, the total time taken by the ball before it hits the ground = t1 + t2 = 2 s + 3 s = 5 s. SECOND METHOD : The total time taken can also be calculated by noting the coordinates of initial and final positions of the ball with respect to the origin chosen and using equation 2 0 0 1 2 y y v t at = + + Now y0 = 25 m y = 0 m vo = 20 m s-1, a = –10m s–2, t = ? 0 = 25 +20 t + (½) (-10) t2 Or, 5t2 – 20t – 25 = 0 Solving this quadratic equation for t, we get t = 5s Note that the second method is better since we do not have to worry about the path of the motion as the motion is under constant acceleration. ⊳ Example 2.4 Free-fall : Discuss the motion of an object under free fall."
407,Physics,02 Motion in a stright line,"Neglect air resistance. Answer An object released near the surface of the Earth is accelerated downward under the influence of the force of gravity. The magnitude of acceleration due to gravity is represented by g. If air resistance is neglected, the object is said to be in free fall. If the height through which the object falls is small compared to the earth’s radius, g can be taken to be constant, equal to 9.8 m s–2."
408,Physics,02 Motion in a stright line,"Free fall is thus a case of motion with uniform acceleration. We assume that the motion is in y-direction, more correctly in –y-direction because we choose upward direction as positive. Since the acceleration due to gravity is always downward, it is in the negative direction and we have a = – g = – 9.8 m s–2 The object is released from rest at y = 0. Therefore, v0 = 0 and the equations of motion become: v = 0 – g t = –9.8 t m s–1 y = 0 – ½ g t2 = –4.9 t 2 m v2 = 0 – 2 g y = –19.6 y m2 s–2 These equations give the velocity and the distance travelled as a function of time and also the variation of velocity with distance. The variation of acceleration, velocity, and distance, with time have been plotted in Fig."
409,Physics,02 Motion in a stright line,"2.7(a), (b) and (c). (a) Reprint 2026-27 PHYSICS 20 ⊳ (b) (c) Fig. 2.7 Motion of an object under free fall. (a) Variation of acceleration with time. (b) Variation of velocity with time."
410,Physics,02 Motion in a stright line,"(c) Variation of distance with time ⊳ Example 2.5 Galileo’s law of odd numbers : “The distances traversed, during equal intervals of time, by a body falling from rest, stand to one another in the same ratio as the odd numbers beginning with unity [namely, 1: 3: 5: 7…...].” Prove it. Answer Let us divide the time interval of motion of an object under free fall into many equal intervals τ and find out the distances traversed during successive intervals of time. Since initial velocity is zero, we have Using this equation, we can calculate the position of the object after different time intervals, 0, τ, 2τ, 3τ… which are given in second column of Table 2.2. If we take (–1/ 2) gτ2 as y0 — the position coordinate after first time interval τ, then third column gives the positions in the unit of yo. The fourth column gives the distances traversed in successive τs."
411,Physics,02 Motion in a stright line,"We find that the distances are in the simple ratio 1: 3: 5: 7: 9: 11… as shown in the last column. This law was established by Galileo Galilei (1564-1642) who was the first to make quantitative studies of free fall. ⊳ Example 2.6 Stopping distance of vehicles : When brakes are applied to a moving vehicle, the distance it travels before stopping is called stopping distance. It is an important factor for road safety and depends on the initial velocity (v0) and the braking capacity, or deceleration, –a that is caused by the braking. Derive an expression for stopping distance of a vehicle in terms of vo and a."
412,Physics,02 Motion in a stright line,"Answer Let the distance travelled by the vehicle before it stops be ds. Then, using equation of motion v2 = vo 2 + 2 ax, and noting that v = 0, we have the stopping distance d v a s = – 0 2 2 Thus, the stopping distance is proportional to the square of the initial velocity. Doubling the ⊳ Table 2.2 y gt = −1 2 2 Reprint 2026-27 MOTION IN A STRAIGHT LINE 21 ⊳ initial velocity increases the stopping distance by a factor of 4 (for the same deceleration). For the car of a particular make, the braking distance was found to be 10 m, 20 m, 34 m and 50 m corresponding to velocities of 11, 15, 20 and 25 m/s which are nearly consistent with the above formula. Stopping distance is an important factor considered in setting speed limits, for example, in school zones."
413,Physics,02 Motion in a stright line,"⊳ Example 2.7 Reaction time : When a situation demands our immediate action, it takes some time before we really respond. Reaction time is the time a person takes to observe, think and act. For example, if a person is driving and suddenly a boy appears on the road, then the time elapsed before he slams the brakes of the car is the reaction time. Reaction time depends on complexity of the situation and on an individual. You can measure your reaction time by a simple experiment."
414,Physics,02 Motion in a stright line,"Take a ruler and ask your friend to drop it vertically through the gap between your thumb and forefinger (Fig. After you catch it, find the distance d travelled by the ruler. In a particular case, d was found to be 21.0 cm. Estimate reaction time. Answer The ruler drops under free fall."
415,Physics,02 Motion in a stright line,"Therefore, vo = 0, and a = – g = –9.8 m s–2. The distance travelled d and the reaction time tr are related by Or, Given d = 21.0 cm and g = 9.8 m s–2 the reaction time is ⊳ Fig. 2.8 Measuring the reaction time. An object is said to be in motion if its position changes with time. The position of the object can be specified with reference to a conveniently chosen origin."
416,Physics,02 Motion in a stright line,"For motion in a straight line, position to the right of the origin is taken as positive and to the left as negative. The average speed of an object is greater or equal to the magnitude of the average velocity over a given time interval. Instantaneous velocity or simply velocity is defined as the limit of the average velocity as the time interval ∆t becomes infinitesimally small : d d t 0 t 0 x x v lim v lim t t ∆→ ∆→ ∆ = = = ∆ The velocity at a particular instant is equal to the slope of the tangent drawn on position-time graph at that instant. Reprint 2026-27 PHYSICS 22 3. Average acceleration is the change in velocity divided by the time interval during which the change occurs : v a t ∆ = ∆ 4."
417,Physics,02 Motion in a stright line,"Instantaneous acceleration is defined as the limit of the average acceleration as the time interval ∆t goes to zero : d d t 0 t 0 v v a lim a lim t t ∆→ ∆→ ∆ = = = ∆ The acceleration of an object at a particular time is the slope of the velocity-time graph at that instant of time. For uniform motion, acceleration is zero and the x-t graph is a straight line inclined to the time axis and the v-t graph is a straight line parallel to the time axis. For motion with uniform acceleration, x-t graph is a parabola while the v-t graph is a straight line inclined to the time axis. The area under the velocity-time curve between times t1 and t2 is equal to the displacement of the object during that interval of time. For objects in uniformly accelerated rectilinear motion, the five quantities, displacement x, time taken t, initial velocity v0, final velocity v and acceleration a are related by a set of simple equations called kinematic equations of motion : v = v0 + at x v t 1 2 at 0 2 = + v v 2ax 2 0 2 = + if the position of the object at time t = 0 is 0."
418,Physics,02 Motion in a stright line,"If the particle starts at x = x0 , x in above equations is replaced by (x – x0). Reprint 2026-27 MOTION IN A STRAIGHT LINE 23 POINTS TO PONDER 1. The origin and the positive direction of an axis are a matter of choice. You should first specify this choice before you assign signs to quantities like displacement, velocity and acceleration. If a particle is speeding up, acceleration is in the direction of velocity; if its speed is decreasing, acceleration is in the direction opposite to that of the velocity."
419,Physics,02 Motion in a stright line,"This statement is independent of the choice of the origin and the axis. The sign of acceleration does not tell us whether the particle’s speed is increasing or decreasing. The sign of acceleration (as mentioned in point 3) depends on the choice of the positive direction of the axis. For example, if the vertically upward direction is chosen to be the positive direction of the axis, the acceleration due to gravity is negative. If a particle is falling under gravity, this acceleration, though negative, results in increase in speed."
420,Physics,02 Motion in a stright line,"For a particle thrown upward, the same negative acceleration (of gravity) results in decrease in speed. The zero velocity of a particle at any instant does not necessarily imply zero acceleration at that instant. A particle may be momentarily at rest and yet have non-zero acceleration. For example, a particle thrown up has zero velocity at its uppermost point but the acceleration at that instant continues to be the acceleration due to gravity. In the kinematic equations of motion [Eq."
421,Physics,02 Motion in a stright line,"(2.9)], the various quantities are algebraic, i.e. they may be positive or negative. The equations are applicable in all situations (for one dimensional motion with constant acceleration) provided the values of different quantities are substituted in the equations with proper signs. The definitions of instantaneous velocity and acceleration (Eqs. (2.1) and (2.3)) are exact and are always correct while the kinematic equations (Eq."
